background_id,design_note,patient_characteristic,class2_reference,contrast_level,profile_id,clinic_context_id,clinic_block,horizon_days,rho,class1_share,slots_per_day,lambda_1,lambda_2,cancel_1,cancel_2,balk_threshold_1,balk_low_1,balk_high_1,balk_threshold_2,balk_low_2,balk_high_2,noshow_threshold_1,noshow_low_1,noshow_high_1,noshow_threshold_2,noshow_low_2,noshow_high_2,cap_thresholds_to_horizon
PCP_BK_LOW_SAME_C01,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C01,compact_balanced_block_1,6,1.0,0.1,30,3.0,27.0,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C02,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C02,compact_balanced_block_1,14,1.0,0.3,50,15.0,35.0,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C03,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C03,compact_balanced_block_1,22,1.0,0.5,30,15.0,15.0,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C04,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C04,compact_balanced_block_1,6,1.0,0.7,50,35.0,15.000000000000002,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C05,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C05,compact_balanced_block_1,14,1.0,0.9,30,27.0,2.999999999999999,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C06,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C06,compact_balanced_block_1,22,1.6,0.1,50,8.0,72.0,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C07,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C07,compact_balanced_block_1,6,1.6,0.3,30,14.399999999999999,33.599999999999994,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C08,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C08,compact_balanced_block_1,14,1.6,0.5,50,40.0,40.0,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C09,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C09,compact_balanced_block_1,22,1.6,0.7,30,33.599999999999994,14.400000000000002,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C10,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C10,compact_balanced_block_1,6,1.6,0.9,50,72.0,7.999999999999998,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C11,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C11,compact_balanced_block_1,14,2.0,0.1,30,6.0,54.0,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C12,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C12,compact_balanced_block_1,22,2.0,0.3,50,30.0,70.0,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C13,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C13,compact_balanced_block_1,6,2.0,0.5,30,30.0,30.0,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C14,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C14,compact_balanced_block_1,14,2.0,0.7,50,70.0,30.000000000000004,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C15,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C15,compact_balanced_block_1,22,2.0,0.9,30,54.0,5.999999999999998,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C16,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C16,compact_balanced_block_1,6,3.0,0.1,50,15.0,135.0,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C17,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C17,compact_balanced_block_1,14,3.0,0.3,30,27.0,62.99999999999999,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C18,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C18,compact_balanced_block_1,22,3.0,0.5,50,75.0,75.0,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C19,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C19,compact_balanced_block_1,6,3.0,0.7,30,62.99999999999999,27.000000000000004,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_SAME_C20,patient_characteristics_pilot,balking_sensitivity,low,same,BK_LOW_SAME,C20,compact_balanced_block_1,14,3.0,0.9,50,135.0,14.999999999999996,0.2,0.2,22,0.05,0.1,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C01,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C01,compact_balanced_block_1,6,1.0,0.1,30,3.0,27.0,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C02,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C02,compact_balanced_block_1,14,1.0,0.3,50,15.0,35.0,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C03,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C03,compact_balanced_block_1,22,1.0,0.5,30,15.0,15.0,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C04,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C04,compact_balanced_block_1,6,1.0,0.7,50,35.0,15.000000000000002,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C05,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C05,compact_balanced_block_1,14,1.0,0.9,30,27.0,2.999999999999999,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C06,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C06,compact_balanced_block_1,22,1.6,0.1,50,8.0,72.0,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C07,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C07,compact_balanced_block_1,6,1.6,0.3,30,14.399999999999999,33.599999999999994,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C08,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C08,compact_balanced_block_1,14,1.6,0.5,50,40.0,40.0,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C09,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C09,compact_balanced_block_1,22,1.6,0.7,30,33.599999999999994,14.400000000000002,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C10,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C10,compact_balanced_block_1,6,1.6,0.9,50,72.0,7.999999999999998,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C11,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C11,compact_balanced_block_1,14,2.0,0.1,30,6.0,54.0,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C12,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C12,compact_balanced_block_1,22,2.0,0.3,50,30.0,70.0,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C13,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C13,compact_balanced_block_1,6,2.0,0.5,30,30.0,30.0,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C14,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C14,compact_balanced_block_1,14,2.0,0.7,50,70.0,30.000000000000004,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C15,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C15,compact_balanced_block_1,22,2.0,0.9,30,54.0,5.999999999999998,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C16,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C16,compact_balanced_block_1,6,3.0,0.1,50,15.0,135.0,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C17,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C17,compact_balanced_block_1,14,3.0,0.3,30,27.0,62.99999999999999,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C18,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C18,compact_balanced_block_1,22,3.0,0.5,50,75.0,75.0,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C19,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C19,compact_balanced_block_1,6,3.0,0.7,30,62.99999999999999,27.000000000000004,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_MILD_C20,patient_characteristics_pilot,balking_sensitivity,low,mild,BK_LOW_MILD,C20,compact_balanced_block_1,14,3.0,0.9,50,135.0,14.999999999999996,0.2,0.2,16,0.1,0.2,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C01,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C01,compact_balanced_block_1,6,1.0,0.1,30,3.0,27.0,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C02,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C02,compact_balanced_block_1,14,1.0,0.3,50,15.0,35.0,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C03,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C03,compact_balanced_block_1,22,1.0,0.5,30,15.0,15.0,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C04,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C04,compact_balanced_block_1,6,1.0,0.7,50,35.0,15.000000000000002,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C05,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C05,compact_balanced_block_1,14,1.0,0.9,30,27.0,2.999999999999999,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C06,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C06,compact_balanced_block_1,22,1.6,0.1,50,8.0,72.0,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C07,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C07,compact_balanced_block_1,6,1.6,0.3,30,14.399999999999999,33.599999999999994,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C08,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C08,compact_balanced_block_1,14,1.6,0.5,50,40.0,40.0,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C09,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C09,compact_balanced_block_1,22,1.6,0.7,30,33.599999999999994,14.400000000000002,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C10,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C10,compact_balanced_block_1,6,1.6,0.9,50,72.0,7.999999999999998,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C11,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C11,compact_balanced_block_1,14,2.0,0.1,30,6.0,54.0,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C12,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C12,compact_balanced_block_1,22,2.0,0.3,50,30.0,70.0,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C13,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C13,compact_balanced_block_1,6,2.0,0.5,30,30.0,30.0,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C14,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C14,compact_balanced_block_1,14,2.0,0.7,50,70.0,30.000000000000004,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C15,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C15,compact_balanced_block_1,22,2.0,0.9,30,54.0,5.999999999999998,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C16,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C16,compact_balanced_block_1,6,3.0,0.1,50,15.0,135.0,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C17,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C17,compact_balanced_block_1,14,3.0,0.3,30,27.0,62.99999999999999,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C18,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C18,compact_balanced_block_1,22,3.0,0.5,50,75.0,75.0,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C19,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C19,compact_balanced_block_1,6,3.0,0.7,30,62.99999999999999,27.000000000000004,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_LOW_STRONG_C20,patient_characteristics_pilot,balking_sensitivity,low,strong,BK_LOW_STRONG,C20,compact_balanced_block_1,14,3.0,0.9,50,135.0,14.999999999999996,0.2,0.2,9,0.2,0.3,22,0.05,0.1,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C01,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C01,compact_balanced_block_1,6,1.0,0.1,30,3.0,27.0,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C02,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C02,compact_balanced_block_1,14,1.0,0.3,50,15.0,35.0,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C03,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C03,compact_balanced_block_1,22,1.0,0.5,30,15.0,15.0,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C04,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C04,compact_balanced_block_1,6,1.0,0.7,50,35.0,15.000000000000002,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C05,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C05,compact_balanced_block_1,14,1.0,0.9,30,27.0,2.999999999999999,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C06,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C06,compact_balanced_block_1,22,1.6,0.1,50,8.0,72.0,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C07,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C07,compact_balanced_block_1,6,1.6,0.3,30,14.399999999999999,33.599999999999994,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C08,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C08,compact_balanced_block_1,14,1.6,0.5,50,40.0,40.0,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C09,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C09,compact_balanced_block_1,22,1.6,0.7,30,33.599999999999994,14.400000000000002,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C10,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C10,compact_balanced_block_1,6,1.6,0.9,50,72.0,7.999999999999998,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C11,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C11,compact_balanced_block_1,14,2.0,0.1,30,6.0,54.0,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C12,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C12,compact_balanced_block_1,22,2.0,0.3,50,30.0,70.0,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C13,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C13,compact_balanced_block_1,6,2.0,0.5,30,30.0,30.0,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C14,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C14,compact_balanced_block_1,14,2.0,0.7,50,70.0,30.000000000000004,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C15,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C15,compact_balanced_block_1,22,2.0,0.9,30,54.0,5.999999999999998,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C16,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C16,compact_balanced_block_1,6,3.0,0.1,50,15.0,135.0,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C17,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C17,compact_balanced_block_1,14,3.0,0.3,30,27.0,62.99999999999999,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C18,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C18,compact_balanced_block_1,22,3.0,0.5,50,75.0,75.0,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C19,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C19,compact_balanced_block_1,6,3.0,0.7,30,62.99999999999999,27.000000000000004,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_SAME_C20,patient_characteristics_pilot,balking_sensitivity,moderate,same,BK_MODERATE_SAME,C20,compact_balanced_block_1,14,3.0,0.9,50,135.0,14.999999999999996,0.2,0.2,16,0.1,0.2,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C01,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C01,compact_balanced_block_1,6,1.0,0.1,30,3.0,27.0,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C02,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C02,compact_balanced_block_1,14,1.0,0.3,50,15.0,35.0,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C03,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C03,compact_balanced_block_1,22,1.0,0.5,30,15.0,15.0,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C04,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C04,compact_balanced_block_1,6,1.0,0.7,50,35.0,15.000000000000002,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C05,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C05,compact_balanced_block_1,14,1.0,0.9,30,27.0,2.999999999999999,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C06,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C06,compact_balanced_block_1,22,1.6,0.1,50,8.0,72.0,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C07,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C07,compact_balanced_block_1,6,1.6,0.3,30,14.399999999999999,33.599999999999994,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C08,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C08,compact_balanced_block_1,14,1.6,0.5,50,40.0,40.0,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C09,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C09,compact_balanced_block_1,22,1.6,0.7,30,33.599999999999994,14.400000000000002,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C10,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C10,compact_balanced_block_1,6,1.6,0.9,50,72.0,7.999999999999998,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C11,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C11,compact_balanced_block_1,14,2.0,0.1,30,6.0,54.0,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C12,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C12,compact_balanced_block_1,22,2.0,0.3,50,30.0,70.0,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C13,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C13,compact_balanced_block_1,6,2.0,0.5,30,30.0,30.0,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C14,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C14,compact_balanced_block_1,14,2.0,0.7,50,70.0,30.000000000000004,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
PCP_BK_MODERATE_MILD_C15,patient_characteristics_pilot,balking_sensitivity,moderate,mild,BK_MODERATE_MILD,C15,compact_balanced_block_1,22,2.0,0.9,30,54.0,5.999999999999998,0.2,0.2,9,0.2,0.3,16,0.1,0.2,4,0.05,0.1,4,0.05,0.1,False
